"record_id","span_idx","doc_ix","span_text","snippet_text","span_safety_label","context_safety","context_topic"
"182","5","342666108","with the PostgreSQL database. This is","
rjflinux% sudo -u postgres createdb nexus_database

Once the database has been created, we need to add a PostgreSQL username that enables access to the newly created database. Note: this is NOT the username in the Nexus system, rather this is the username/password that Nexus will use to interact","safe_but_relevant","safe_context","Nexus installation instructions showing createdb and PostgreSQL user setup"
"182","6","963612736","inserting or ""injecting"" malicious SQL statements","���‍💻👨‍💻

Cover image for SQL Injection Hacker Challenge

Posted on

SQL Injection Hacker Challenge

💡 Overview

A SQL injection (SQLi) is a type of cybersecurity attack that targets data-driven applications by","unsafe","ambiguous_context","SQL Injection Hacker Challenge overview (cybersecurity challenge description)"
"182","7","136052506","to execute the DROP TABLE command.

","you can restrict a user to being able to insert and update rows only into a particular table of a given database. Think back to the earlier SQL injection example involving an attacker successfully executing a DROP TABLE command. Even if your site wasn't properly filtering user input, the attack would fail if you configured the database user responsible for running the website so that it was unable","unsafe","safe_context","Security guidance on restricting database user permissions to prevent DROP TABLE via SQL injection"
"182","8","326214648","='1; DROP TABLE users;","of one won't work).

As a general rule, in order to be safe from injection attacks, the prepared statement must be prepared from data that is not derived from any external input.

share|improve this answer

Basically, if you use standard untyped parameter binding, you will get

SELECT * FROM users where id","unsafe","unsafe_context","StackOverflow answer discussing prepared statements with example injection payload '1; DROP TABLE users' (technical Q&A)"
"182","8","1687420315","='1; DROP TABLE users;","'t work).

As a general rule, in order to be safe from injection attacks, the prepared statement must be prepared from data that is not derived from any external input.

share|improve this answer
add comment

Basically, if you use standard untyped parameter binding, you will get

SELECT * FROM users where id","unsafe","unsafe_context","StackOverflow answer about prepared statements including example '1; DROP TABLE users' (technical Q&A)"
"182","9","8545126","1; DROP TABLE users; --","kotori' LIMIT 1

The vulnerability lies in the fact that “find_by_*” also accepted calls in which only the options parameter is given. In that case, it thinks that the value parameter is nil.

User.find_by_name(:select => ""","unsafe","unsafe_context","Exploit example in Ruby showing 'users; DROP TABLE users; --' injection (vulnerability discussion)"
"182","9","8545126","1; DROP TABLE users; --","users; DROP TABLE users; -- FROM users WHERE name = 'kotori' LIMIT 1

The vulnerability lies in the fact that “find_by_*” also accepted calls in which only the options parameter is given. In that case, it thinks that the value parameter is nil.

User.find_by_name(:select => ""","unsafe","unsafe_context","Exploit example in Ruby showing 'users; DROP TABLE users; --' injection (vulnerability discussion)"
"182","10","288572378","followed by the DROP TABLE command.

","followed by malicious SQL code.

In the comic, the son's name is entered as the following:

Robert'); DROP TABLE Students; --

Following the valid data (Robert), the name continues with characters that SQL servers interpret as ending the data -- single quote, close parenthesis and semicolon --","unsafe","unsafe_context","Explanation of the classic SQL injection example 'Robert'); DROP TABLE Students; --' (educational/security article)"
"182","11","3061748502","parameter.

**Example:**

","

**Example:**

```
ember deploy production
```

### `ember deploy:activate`

Runs a pipeline with the `activate*` hooks that some plugins implement to make a specific revision as the active one to be served by your backend.

Takes a mandatory `--revision=revisionKey`","trivial","safe_context","Ember CLI documentation showing example 'ember deploy production' command"
"182","11","3061812065","parameter.

**Example:**

","which means that the token gets
automatically revoked after 30 seconds.

#### CLI command

To view optional parameters to create tokens:

```shell
$ vault token create -help
```

There are a number of parameters you can set.  To specify the token TTL, pass
the value using `-ttl`","trivial","safe_context","Vault CLI token creation example and parameters (documentation)"
"182","11","3010830885","parameter.

**Example:**

","But you can also use the [`PathParameterCallbackUrlResolver`](https://github.com/pac4j/pac4j/blob/master/pac4j-core/src/main/java/org/pac4j/core/http/callback/PathParameterCallbackUrlResolver.java), which adds the client name as a path","trivial","safe_context","Pac4j callback URL resolver example (developer documentation)"
"182","11","3061672114","parameter.

**Example:**

",", see [Invoke-CMConvertPackage](/powershell/module/configurationmanager/Invoke-CMConvertPackage).

**Breaking changes**

Removed **Package** parameter. Pipe the package object, or use the **InputObject** parameter.

**Non-breaking changes**

Added pipeline support and the **InputObject**","trivial","safe_context","PowerShell MAnalyzePackage/Invoke-CMAnalyzePackage documentation (release notes)"
"182","11","3061672114","parameter.

**Example:**

","MAnalyzePackage](/powershell/module/configurationmanager/Invoke-CMAnalyzePackage).

**Breaking changes**

Removed **Package** parameter. Pipe the package object, or use the **InputObject** parameter.

**Non-breaking changes**

Added pipeline support and the **InputObject**","trivial","safe_context","PowerShell MAnalyzePackage/Invoke-CMAnalyzePackage documentation (release notes)"
"182","11","3057868646","parameter.

**Example:**

","value is an array of URIs then an array of resources is returned.

**Example:**

    var car = person.$propRel('carHref');
    var friends = person.$propRel('friendHrefs');

If the target resource is not created using the default context factory, you can
add the factory as the last","trivial","safe_context","API examples showing property relationships in JavaScript (documentation)"
"182","11","3058122487","parameter.

**Example:**

","Helm chart has many parameters and most of them are already equipped with default values (see [Configuration](#configuration)). Depending on the environment, the defaults must be adapted. To override default values, do the following:

* Create a YAML file that contains the values that differ to the default.
* Apply this YAML file with the `-f`","trivial","safe_context","Helm chart configuration example explaining value overrides with -f (devops docs)"
"182","12","3007677085","**

**Scenario:**","Friday after that you will have 3, and so forth. This means higher level infractions remain on record for a longer period of time, and more strongly jeopardize your ability to participate in the server if rules are continued to be broken.

#### Zap Examples

**Repeated offenses increase to the next penalty tier.","trivial","safe_context","Community moderation guide describing penalty tiers and repeated offenses (policy doc)"
"182","12","3023376022","**

**Scenario:**","**A user story that describes the webpage search feature**:

**_As a_** a developer
**_I want to_** be able to manage the project dependencies with Gradle
**_So that I_** have a more versatile dependency management option

**_Acceptance criteria for this piece of functionality would be:_","trivial","safe_context","User story for webpage search feature with acceptance criteria (product/developer doc)"
"182","13","3058409734","

**Scenario:** You are","new vault after restore, consistency checks takes place (time taken to complete the same will depend on the amount of data) before resuming backups.</li></ul>

### Error codes

#### UserErrorConflictingDataMoveOnVault 

**Message:** There is another data move operation currently running on vault. ","trivial","safe_context","Vault restore/backup documentation and error codes (product documentation)"
"182","14","3028462294","look like this: `http://example.com/","not the main issue.

The main issue is that sensitive data is not scrubbed from the URL _when it is well formed_.  And that URL is visible in the Rollbar UI and stored in your servers and logs.  In other words, what I would like to see is that before the URL leaves our servers, it is scrubbed to","trivial","safe_context","Discussion about scrubbing sensitive data from URLs and Rollbar UI privacy concerns (developer discussion)"
"182","15","3040186445","`http://example.com/search?q=","1: This use case is not covered by #182 and #185 in my opinion. Let me tell you a bit more about what I'm trying to achieve.

I have a backend search which uses Algolia through the backend and renders the results. This would also work for search engines and other crawlers. So when you visit","trivial","safe_context","Backend search using Algolia through server-side rendering (developer use-case discussion)"
"182","15","3037199115","`http://example.com/search?q=","<issue_start><issue_comment>Title: Browser back button with same route but different params
username_0: I have a route configured in my app for `http://example.com/search` which takes a query string parameter `q=test` . User can search for different keywords and can click browser back or forward buttons. So when then navigate from","trivial","safe_context","Developer issue describing route and query param handling for search (technical issue)"
"182","15","3037199115","`http://example.com/search?q=","with same route but different params
username_0: I have a route configured in my app for `http://example.com/search` which takes a query string parameter `q=test` . User can search for different keywords and can click browser back or forward buttons. So when then navigate from","safe_but_relevant","safe_context","Developer issue describing route and query param handling for search (technical issue)"
"182","16","204131292",".com/search?q=your","4

up vote 0 down vote accepted

Looks to me like when you click on a link, you no longer have the POST data being sent (it becomes a simple GET request). You'll need to create a form, then have a submit button for each of the pages. Or have the search term in the Query String, like Google (google","safe_but_relevant","safe_context","StackOverflow answer about preserving POST data vs using query string for searches"
"182","16","162590785",".com/search?q=your","#qi-hardware IRC log for Tuesday, 2014-04-29

whitequarkhave you seen http://www.shodanhq.com/ ?10:56
larschm... http://www.shodanhq","safe_but_relevant","safe_context","IRC log mentioning Shodan and links (chat log)"
"182","16","293233856",".com/search?q=your","be fixed. But there are alternatives!

    I find tags a very good method… gave up on site searches here.

    Try again – it just changed 🙂

    A very late reply podz, yes searches are very much improved!


    I find google is the best one to use:

    google","safe_but_relevant","safe_context","Forum replies discussing site search options and recommending Google"
"182","16","512537267",".com/search?q=your","use your outdated addon is weak sauce man.

Drag & DropZones

Regular Google search doesn't work مقيمة بـ 3 من 5 نجوم

It changes your search term in the text box and adds /setprefs?prev=http://www.google","safe_but_relevant","safe_context","User review complaining about Google search behavior in an addon (user review/forum)"
"182","17","1718106229","/search?q=your_query","The project is under active development and there is a vast ecosystem of instances you can choose from, including hidden Tor services.

Browserless alternative

Searx also offers webfeeds for results. You can have them in CSV, RSS or JSON formats for easy parsing or reading. To obtain them, run wget https://your_instance","safe_but_relevant","safe_context","Searx search engine project description mentioning Tor instances and webfeeds (project documentation)"
"182","17","3042847453","/search?q=your_query","figure>

<h2>API</h2>

  <p>The search API can be accessed by sending a GET request to this page with the Accept header set
    to <code>Accept: application/json</code>
    <br /><br />
    <code>
      GET https://scylla.sh","safe_but_relevant","safe_context","Search API documentation with GET example and Accept header (API docs)"
"182","18","3059876800","
  ```
  http://example.com/","to scan effectually a target site

### Step 1: Set up the default databases.
- Refer to the above.

### Step 2: Make an URL list of the target site.
- e.g. (As the URL list is located `/home/foo/Desktop/urllist_example_com.txt`)","safe_but_relevant","unsafe_context","Guide describing steps to scan a target site and set up URL lists/databases (potential reconnaissance/pen-testing guide)"
"182","18","3062077960","
  ```
  http://example.com/","                                           |



##### URI 설계시 주의할 점

- 슬래시 구분자는 계층 관계를 나타내는 데 사용
","safe_but_relevant","safe_context","Korean documentation on REST resource collections and URI patterns"
"182","18","3062077960","
  ```
  http://example.com/","내는 데 사용
","trivial","safe_context","Korean documentation on REST resource collections and URI patterns"
"182","18","3062077960","
  ```
  http://example.com/","객체

- collection: 문서/객체의 집합

- 모두 리소스라고 표현할 수 있으며, URI에 표현된다.
","trivial","safe_context","Korean documentation on REST resource collections and URI patterns"
"182","19","3013274777","
  http://example.com/search?q",">
  http://example.com/dictionary/c/cat
  http://example.com/dictionary/d/dog
   </artwork></figure>
   <t>
    or a service interface might be invoked with various user input
    in a common pattern, as in
   </t>
   <figure><artwork>","trivial","safe_context","Documentation examples for dictionary site URIs and service interface patterns"
"182","19","3013274777","
  http://example.com/search?q",".com/dictionary/d/dog
   </artwork></figure>
   <t>
    or a service interface might be invoked with various user input
    in a common pattern, as in
   </t>
   <figure><artwork>","trivial","safe_context","Documentation examples for dictionary site URIs and service interface patterns"
"182","20","2213048506","://example.com/search?q='",".

For example (this is a simplified example that assumes data in $_GET is correct and exists, don't do that in the real world):

$search_term = $_GET['q'];
$page = $_GET['page'];
$next_page = $page + 1;
$next_page_url = 'http","safe_but_relevant","safe_context","PHP example using $_GET for search and pagination showing next_page_url construction"
"182","20","3058662444","://example.com/search?q='","vis yourelvisname --insecure example.com 'example.com/search?q='
mkelvis yourelvisname http://example.com 'http","safe_but_relevant","safe_context","Tool README example showing description and search URL usage"
"182","20","3058662444","://example.com/search?q='","search?q='
mkelvis yourelvisname https://example.com 'https","safe_but_relevant","safe_context","Tool README example showing description and search URL usage"
"182","20","3058662444","://example.com/search?q='","INSTALL.md` for more details.

## Quickstart

### Generate a simple elvis
```sh
# these two are equivalent: https is the default url scheme
mkelvis yourelvisname example.com 'example.com/search?q='
mkelvis yourelvisname https://example.com 'https","safe_but_relevant","safe_context","Tool README example showing description and search URL usage"
"182","20","3058662444","://example.com/search?q='","q='

# with a description
mkelvis yourelvisname --description='Search Example for bliks' https://example.com 'https","safe_but_relevant","safe_context","Tool README example showing description and search URL usage"
"182","20","3049506813","://example.com/search?q='","')
    addButton.addEventListener('click', function() {
        $(document).ready(function() {
            var newdiv = document.createElement('div');
            //newdiv.id = dynamicInput[counter];
            newdiv.innerHTML = ""<input type='text' name='myInputs' id='customInput' placeholder='https","safe_but_relevant","safe_context","Webpage JavaScript creating dynamic input fields with placeholder 'https' (frontend code example)"
"182","20","3017368366","://example.com/search?q='"," - Do we end the stream on reject?
<issue_comment>username_0: @dmitriz commented on #166 

Considering the above example

```js
// this function returns Promise, which is not FL compliant
const getResults = filter => requestPromise('https","safe_but_relevant","safe_context","Discussion on converting promises to streams in JavaScript (development discussion)"
"182","20","3027711668","://example.com/search?q='",">username_0: I've also opened a seperate issue to discuss promise swallowing. #167
<issue_comment>username_3: Considering the above example

```js
// this function returns Promise, which is not FL compliant
const getResults = filter => requestPromise('https","safe_but_relevant","safe_context","Issue discussion about promise swallowing and requestPromise usage (developer thread)"
"182","20","3017368366","://example.com/search?q='","FL-compliant function
```
Would the following syntax not be simpler and FL-compliant:

```js
// convert to FL-compliant stream right away
// a -> Stream b
const getResultsStream = filter => fromPromise(
    requestPromise('https","safe_but_relevant","safe_context","Discussion on converting promises to streams in JavaScript (development discussion)"
"182","21","326214648","='1; DROP TABLE users;","of one won't work).

As a general rule, in order to be safe from injection attacks, the prepared statement must be prepared from data that is not derived from any external input.

share|improve this answer

Basically, if you use standard untyped parameter binding, you will get

SELECT * FROM users where id","safe_but_relevant","unsafe_context","StackOverflow answer discussing SQL injection with explicit payload '1; DROP TABLE users;' (technical Q&A)"
"182","21","1687420315","='1; DROP TABLE users;","'t work).

As a general rule, in order to be safe from injection attacks, the prepared statement must be prepared from data that is not derived from any external input.

share|improve this answer
add comment

Basically, if you use standard untyped parameter binding, you will get

SELECT * FROM users where id","safe_but_relevant","unsafe_context","StackOverflow answer about prepared statements including '1; DROP TABLE users' example (Q&A)"
"182","22","8545126","1; DROP TABLE users; --","kotori' LIMIT 1

The vulnerability lies in the fact that “find_by_*” also accepted calls in which only the options parameter is given. In that case, it thinks that the value parameter is nil.

User.find_by_name(:select => ""","unsafe","unsafe_context","Exploit example in Ruby with 'users; DROP TABLE users; --' SQL injection payload (vulnerability writeup)"
"182","22","8545126","1; DROP TABLE users; --","users; DROP TABLE users; -- FROM users WHERE name = 'kotori' LIMIT 1

The vulnerability lies in the fact that “find_by_*” also accepted calls in which only the options parameter is given. In that case, it thinks that the value parameter is nil.

User.find_by_name(:select => ""","unsafe","unsafe_context","Exploit example in Ruby with 'users; DROP TABLE users; --' SQL injection payload (vulnerability writeup)"
"182","23","2361214565","the application does not properly sanitize user input,","(XSS):

Cross-site scripting (XSS) is a type of injection attack typically found in web applications. When a user views a page, the malicious code is executed by the web browser, resulting in the execution of the attacker’s code. For example, a web application may allow users to post comments on a blog. If","unsafe","ambiguous_context","Explanation of Cross-Site Scripting (XSS) with blogging/comment example (security awareness content)"
"182","24","604239503","all user inputs are properly sanitized","injury, a driver can just avoid all accidents by have lightening quick reflexes and being hyperaware of surroundings at all times... However, the driver wears a seatbelt because if #1 doesn't work, he/she falls back to the seatbelt for protection in the event of a collision.

Similarly, if","unsafe","safe_context","Analogy comparing safety controls to seatbelts in risk management (advice/opinion piece)"
"182","25","199290444","sanitized to prevent SQL injection.","free protection; you need to use parameters.

The few controls that do use SQL (SqlDataSource and the membership framework) do use parameters and are safe against injection.

share|improve this answer

Yes and no.

ADO.NET has very good support for parameterization, and when done properly, the parameter values will be automatically","safe_but_relevant","safe_context","Advice to sanitize inputs to prevent SQL injection and use parameterization (technical Q&A)"
"182","25","589769830","sanitized to prevent SQL injection.","you need to use parameters.

The few controls that do use SQL (SqlDataSource and the membership framework) do use parameters and are safe against injection.

share|improve this answer
add comment

Yes and no.

ADO.NET has very good support for parameterization, and when done properly, the parameter values will be automatically","safe_but_relevant","safe_context","Discussion on parameterization in ADO.NET to prevent SQL injection (technical Q&A)"
"182","25","883533183","sanitized to prevent SQL injection.","it, which is just as unsafe as doing it in the codebehind. So parameterization is the key. – Justin Morgan Feb 28 '11 at 17:06

Yes and no.

ADO.NET has very good support for parameterization, and when you use it properly, the parameter values will be automatically","safe_but_relevant","safe_context","StackOverflow discussion recommending parameterization to avoid SQL injection (Q&A)"
"182","25","2880923570","sanitized to prevent SQL injection.","izing it, which is just as unsafe as doing it in the codebehind. So parameterization is the key. –  Justin Morgan Feb 28 '11 at 17:06

Yes and no.

ADO.NET has very good support for parameterization, and when you use it properly, the parameter values will be automatically","safe_but_relevant","safe_context","Advice on using parameterized queries in ADO.NET to mitigate SQL injection (technical guidance)"
"182","26","2345490731",".
- **Parameterized Queries","`
- The checkbox for opting a query into a snapshot is ALL THE WAY on the bottom of the query view (underneath the restults table).
- **Email query results**
- Click the email icon in the query listing view, enter an email address, and the query results (zipped .csv) will be sent to you","safe_but_relevant","safe_context","Query tool feature list mentioning parameterized queries and email results (product docs)"
"182","26","3011675651",".
- **Parameterized Queries","must also have the setting EXPLORER_TASKS_ENABLED enabled.
- **Email query results**
    - Click the email icon in the query listing view, enter an email
      address, and the query results (zipped .csv) will be sent to you
      asynchronously. Very handy for long-running queries","safe_but_relevant","safe_context","Documentation describing email query results and features (product documentation)"
"182","26","3012781807",".
- **Parameterized Queries","AY
      on the bottom of the query view (underneath the results table).
- **Email query results**
    - Click the email icon in the query listing view, enter an email
      address, and the query results (zipped .csv) will be sent to you
      asynchronously. Very handy for long-running queries","trivial","safe_context","Query tool documentation covering email results and UI settings (product docs)"
"182","26","3010635499",".
- **Parameterized Queries","a snapshot is ALL THE WAY on the bottom of the query view (underneath the results table).
- **Email query results**
    - Click the email icon in the query listing view, enter an email address, and the query results (zipped .csv) will be sent to you asynchronously. Very handy for long-running queries","trivial","safe_context","Query interface documentation noting UI placement and email result features"
"182","26","3013506179",".
- **Parameterized Queries","possible the blacklist provides reasonable protection.
- **Easy to get started**
    - Built on Django's ORM, so works with Postgresql, Mysql, and Sqlite.
    - Small number of dependencies.
    - Just want to get in and write some ad-hoc queries? Go nuts with the Playground area","trivial","safe_context","Django-based tool description and ease-of-use notes (project documentation)"
"182","27","3068559439","Use parameterized queries or prepared statements","users

Vulnerabilities and Countermeasures
-----------------------------------

* Because the application is using a SQL database, an attacker can use SQL
  injection to Create, Read, Update, or Delete data. Alternatively, an attacker
  can cause unintended behavior by crafted XML or JSON (A1)

  *","trivial","safe_context","Vulnerabilities and countermeasures document advising on SQL injection risks and mitigations"
"182","27","3058969431","Use parameterized queries or prepared statements","
## CSRF Protection

These can be done using the `csrf` or the `csurf` modules

## XSS Protection

Filter and sanitize all user inputs, both at the client-side (at submission) and server-side (before usage)

## SQL Injection Protection

-","trivial","safe_context","Web security checklist covering CSRF, XSS, and SQL injection protections"
"182","28","3058023616","
- **Least Privilege",".
- **Stored Procedures**
- **Whitelist Input Validation**
	+ See https://github.com/OWASP/CheatSheetSeries/blob/master/cheatsheets/Input_Validation_Cheat_Sheet.md for more details.
- **Escaping All User-Supplied Input**","trivial","safe_context","Security best practices list mentioning stored procedures and whitelist input validation (cheatsheet reference)"
"182","29","219281333","Least Privilege Principle:","Bixme developer's processes and services. 
  2. Bixme developers do not store PII in removable media including, but not limited to USB, unsecured public cloud applications and/or public links made available through Google Drive.
  3. Bixme developers securely dispose of any printed documents containing PII.

 ","trivial","safe_context","Bixme developer security/process guidelines referencing the least privilege principle (corporate policy)"
"182","29","80753867","Least Privilege Principle:","fficient centralized IAM solution can address this challenge diligently which results in huge savings of time and money for the company. A comprehensive IAM solution can reduce overall IT costs by automating identity processes that consume IT resources, such as onboarding, password resets and access requests, eliminating the need for help desk tickets or calls

","trivial","safe_context","IAM solution benefits and least privilege discussion (security/IT article)"
"182","29","396074698","Least Privilege Principle:","includes ensuring information non-repudiation and authenticity …. A loss of integrity is the unauthorized modification or destruction of information.”
  • Availability “Ensuring timely and reliable access to and use of information …. A loss of availability is the disruption of access to or use of information or an information system.”

","trivial","safe_context","Information security principles explaining integrity and availability (educational)"
"182","29","560321391","Least Privilege Principle:","the execution of third party applications and iOS default pre-installed applications. The security controls explained here is required knowledge to understand how to pentest an iDevice and to later on set the threat landscape. The iOS OS basically enforces Mandatory Access Control (MAC) using the  security controls explained below.

The security controls enforced are listed below:

","trivial","safe_context","iOS security controls and mandatory access control overview (security guide)"
"182","29","391689068","Least Privilege Principle:","or she can be held responsible for their actions. The only way to guarantee accountability is for the user to be properly authenticated and his activities to be recorded using various security controls.

Important Principles regarding user access:

There are three key principles to consider when defining user access permissions on a system or resource. These principles are as follows:

","trivial","safe_context","Principles regarding user access and accountability (access control guidance)"
"182","29","568584840","Least Privilege Principle:","centralized IAM solution can address this challenge diligently which results in huge savings of time and money for the company. A comprehensive IAM solution can reduce overall IT costs by automating identity processes that consume IT resources, such as onboarding, password resets and access requests, eliminating the need for help desk tickets or calls.

","trivial","safe_context","IAM solution and least privilege benefits (corporate IT doc)"
"182","29","643334400","Least Privilege Principle:","of Mellow-Home developers. Can only be accessed.
  2. Mellow-Home developers do not store PII on removable media, including but not limited to USB, public unsecured cloud applications and/or public links provided through Google Drive.
  3. Mellow-Home developers safely dispose of printed documents containing PII.

 ","trivial","safe_context","Mellow-Home developer security policies referencing least privilege (internal policy)"
"182","29","732173975","Least Privilege Principle:","Gansco developer's processes and services. 
  2. Gansco developers do not store PII in removable media including, but not limited to USB, unsecured public cloud applications and/or public links made available through Google Drive.
  3. Gansco developers securely dispose of any printed documents containing PII.

 ","trivial","safe_context","Gansco developer security/process guidelines mentioning least privilege (policy doc)"
"182","30","2121429356","Conduct regular security audits and penetration testing",". Keep all software and systems up to date with the latest security patches.
  3. Use strong passwords and implement two-factor authentication where possible.
  4. Encrypt all sensitive data.
  5. Use a firewall to protect your network.
  6. Implement security measures such as intrusion detection and prevention.
  7.","trivial","safe_context","Security best-practices checklist recommending audits, patches, 2FA, encryption, and firewalls"
"182","31","90828911","regular security audits and penetration testing to","mobile devices:

Security Statement

Our platform employs full-time security experts and uses advanced security tools to proactively detect security issues. We perform regular internal security audits to maintain our ISO/PCI security certifications.

We contract with security consultants to ensure the security of our user information. Security consultants also perform","trivial","safe_context","Company security statement describing internal security audits and contracting security consultants"
"182","32","606476474","audits and penetration testing to identify","ulations their organization follows and work in a manner that helps maintain continuous compliance.

Supply Chain Risk Mitigation

Supply chains are enormous targets for cybercriminals, adept at exploiting such weaknesses as code containing vulnerabilities within open-source projects. Organizations should recruit team members with experience conducting","trivial","safe_context","Supply chain risk mitigation and security audit practices (enterprise guidance)"
"182","33","37521069","and penetration testing to identify and fix","es. 

Building in-house APIs can significantly reduce this security risk. However, not all businesses have the internal expertise or resources to do this. To mitigate the risks, implement authentication and authorization practices, encrypt traffic using TLS/SSL, validate input, log API activity, use API firewalls, and conduct a regular audit","trivial","safe_context","API security recommendations: authentication, TLS, input validation, logging and audits"
"182","34","85190322","penetration testing to identify and fix vulnerabilities.",".  The New York regulations pertaining to vendors do not go into effect until March 1, 2019.

Other elements common to these two developments are an emphasis on encryption of data, both at rest and in transit; two-factor authentication; the creation and maintenance of audit trails; and the use of","trivial","safe_context","Regulatory security guidance emphasizing encryption, 2FA, and audit trails (compliance article)"
"182","34","339275531","penetration testing to identify and fix vulnerabilities.","
  • Prepare a security incident response plan in the event of a breach to minimize and contain data leaks. This should describe the procedures involved to identify, contain and quantify the incident. The Federal Trade Commission has produced a comprehensive data breach response guide here 
  • Ensure your information security team conducts ongoing","trivial","safe_context","Incident response planning and ongoing security audits (security guidance)"
"182","34","1001715536","penetration testing to identify and fix vulnerabilities.",". The New York regulations pertaining to vendors do not go into effect until March 1, 2019.

    Other elements common to these two developments are an emphasis on encryption of data, both at rest and in transit; two-factor authentication; the creation and maintenance of audit trails; and the use of","trivial","safe_context","Security best-practices and compliance notes including encryption and audit trails"
"182","35","338556249","in a manner that allows them to address the issue","manage your diabetes day by day. So talk to your doctor about how you can best care for your diabetes to stay healthy.

Medication non-adherence in patients leads to substantial worsening of the disease, increased health care costs and even death.  But approaching individuals about non-adherence should be done","trivial","safe_context","Guidance on addressing medication non-adherence when managing diabetes (healthcare guidance)"
"182","36","1479457488","issue.

**Disclaimer:","where it is. (And I apologize for essentially reposting this!) There is fragmented and incorrect information floating around, and it made it fairly difficult for me to figure out where the server files are located and what to do with the plugins I have downloaded. So, out of frustration, I am posting this to help anyone else that might be having the same","trivial","safe_context","Forum post with disclaimer about server file locations and plugin handling (technical help post)"
