"record_id","span_idx","doc_ix","span_text","snippet_text","span_safety_label","context_safety","context_topic"
"30","6","427131795","

The Syrian Civil War was sparked","7] Its principal city, Daraa, is a major transit hub for commercial traffic between Syria, Jordan, Saudi Arabia and Turkey, as well as for smuggled goods between these countries.[77]

Syrian Civil WarEdit

An anti-government protest in Daraa, 2013.","safe_but_relevant","ambiguous_context","Syrian Civil War overview including Daraa as transit hub and an anti-government protest in 2013"
"30","6","452111163","

The Syrian Civil War was sparked","] Its principal city, Daraa, was a major transit hub for commercial traffic between Syria, Jordan, Saudi Arabia and Turkey as well as the smuggling of goods between these countries.[74]

Syrian Civil War[edit]

An anti-government protest in Daraa, 2013","safe_but_relevant","ambiguous_context","Syrian Civil War overview with Daraa transit hub and anti-government protest description"
"30","6","582930250","

The Syrian Civil War was sparked","74] Its principal city, Daraa, was a major transit hub for commercial traffic between Syria, Jordan, Saudi Arabia and Turkey as well as the smuggling of goods between these countries.[74]

Syrian Civil WarEdit

An anti-government protest in Daraa, 2013","safe_but_relevant","ambiguous_context","Syrian Civil War overview including Daraa transit hub and anti-government protest in Daraa"
"30","6","868235295","

The Syrian Civil War was sparked","Its principal city, Daraa, is a major transit hub for commercial traffic between Syria, Jordan, Saudi Arabia and Turkey, as well as for smuggled goods between these countries.[77]

Syrian Civil War[edit]

An anti-government protest in Daraa, 2013.","safe_but_relevant","ambiguous_context","Syrian Civil War overview with Daraa transit hub and anti-government protest in Daraa"
"30","6","1735400544","

The Syrian Civil War was sparked","Its principal city, Daraa, is a major transit hub for commercial traffic between Syria, Jordan, Saudi Arabia and Turkey, as well as for smuggled goods between these countries.[76]

Syrian Civil War[edit]

An anti-government protest in Daraa, 2013.","safe_but_relevant","ambiguous_context","Syrian Civil War overview noting Daraa transit hub and anti-government protest in 2013"
"30","6","1907861866","

The Syrian Civil War was sparked","5] Its principal city, Daraa, is a major transit hub for commercial traffic between Syria, Jordan, Saudi Arabia and Turkey, as well as for smuggled goods between these countries.[75]

Syrian Civil WarEdit

An anti-government protest in Daraa, 2013.","safe_but_relevant","ambiguous_context","Syrian Civil War overview with Daraa transit hub and anti-government protest in 2013"
"30","7","777326446","a wave of anti-government protests that","toppled former dictator Saddam Hussein in 2003 opened Iraq to the world after a quarter of a century of political and cultural isolation. Healthy living was never a priority for the country while it was cut off from the international community.

It was followed by years of civil unrest and conflict, most recently ","safe_but_relevant","ambiguous_context","Background on Arab Spring-style anti-government protests and subsequent civil unrest/conflict"
"30","8","120112291","wave of anti-government protests that swept across the Middle East and North Africa","Van Rompuy. Later in the day, structured talks were held between the Russian government and the European Commission, and that was followed by bilateral meetings between Russian ministers and EU commissioners.

After the official meetings, Barroso and Putin gave a joint media conference. Barroso, in his opening speech commented on the","safe_but_relevant","ambiguous_context","Political events around Arab Spring protests and EU/Russia meetings"
"30","8","38555481","wave of anti-government protests that swept across the Middle East and North Africa","Herman Van Rompuy. Later in the day, structured talks were held between the Russian government and the European Commission, and that was followed by bilateral meetings between Russian ministers and EU commissioners.After the official meetings, Barroso and Putin gave a joint media conference. Barroso, in his opening speech commented on the","safe_but_relevant","ambiguous_context","EU/Russia meeting report referencing Arab Spring protests"
"30","9","2058521744","protests that swept across the Middle East and North Africa.","—particularly those from the Middle East—have been known to use self-imposed exile in the United States to evade scrutiny and thus avoid prosecution for their crimes in their home country. In recent years, this has become more common with the rise of the so-called “Arab Spring”, a series of destabilizing","safe_but_relevant","ambiguous_context","Discussion of 'Arab Spring' and alleged use of self-imposed exile to evade prosecution"
"30","10","225872618","swept across the Middle East and North Africa. In","was a largely Jewish city. When its 600 or so Jews refused to convert to the new Muslim religion, the Prophet Muhammad murdered them in a protracted ceremony, beheading the Jewish faithful one by one. This massacre became a glorious iconic event in Islamic history.

After Medina, the Islamic Conquest","safe_but_relevant","unsafe_context","Historical/religious narrative including explicit beheading/massacre during Prophet Muhammad story"
"30","10","111949210","swept across the Middle East and North Africa. In","Medina was a largely Jewish city. When its 600 or so Jews refused to convert to the new Muslim religion, the Prophet Muhammad murdered them in a protracted ceremony, beheading the Jewish faithful one by one. This massacre became a glorious iconic event in Islamic history. After Medina, the Islamic Conquest","safe_but_relevant","unsafe_context","Religious-historical narrative describing murders/beheading of Jewish faithful in the story of Medina"
"30","11","318927401","the Middle East and North Africa. In Syria, the","Cyber Security and Emerging Threats Emma Tallon

Climate Change: An Unspoken Factor in the Syrian Civil War

Climate change crises are on the rise around the world, primarily in","safe_but_relevant","safe_context","Cybersecurity/climate change article framing factors in the Syrian Civil War"
"30","11","1923578556","the Middle East and North Africa. In Syria, the","for gas quickly outpaced supply, leading West European buyers increasingly to rely on Soviet Read More…

Cyber Security and Emerging Threats Emma Tallon

Climate Change: An Unspoken Factor in the Syrian Civil War

Climate change crises are on the rise around the world, primarily in","safe_but_relevant","safe_context","Preview of 'Climate Change: An Unspoken Factor in the Syrian Civil War' and cybersecurity section"
"30","12","332714474","of a group of teenagers who painted revolutionary slogans on","not let the angel of death enter their housesThe Pharaoh finally decided to let the Israelites go.


Big image


The first waves of refugees began leaving Syria amid a government crackdown on street protests. Anti-government demonstrations began in March in the southern city of Deraa following the arrest and torture","safe_but_relevant","ambiguous_context","Refugee/protests coverage describing government crackdown and arrest/torture following protests"
"30","12","363169739","of a group of teenagers who painted revolutionary slogans on","made it passed the sea Moses commanded the sea to crash down and kill The Pharaoh and his men

A Modern exodus

he first waves of refugees began leaving Syria amid a government crackdown on street protests. Anti-government demonstrations began in March in the southern city of Deraa following the arrest and torture","safe_but_relevant","ambiguous_context","Article section including religious story and Syrian refugee exodus amid crackdown and torture"
"30","12","980258588","of a group of teenagers who painted revolutionary slogans on","

Graphic: Monthly totals of refugees from Syria

1. March 2011: Protests begin

The first waves of refugees began leaving Syria amid a government crackdown on street protests. Anti-government demonstrations began in March in the southern city of Deraa following the arrest and torture","safe_but_relevant","ambiguous_context","Refugee totals chart and narrative of protests beginning and government crackdown with torture"
"30","12","1569777641","of a group of teenagers who painted revolutionary slogans on","s power but once they all passed the sea closed, leaving all the Pharaoh's troops to drown.

Big image


The first waves of refugees began leaving Syria amid a government crackdown on street protests. Anti-government demonstrations began in March in the southern city of Deraa following the arrest and torture","safe_but_relevant","ambiguous_context","Refugee and protest narrative including religious story and Syria protests leading to torture/crackdown"
"30","12","2320583181","of a group of teenagers who painted revolutionary slogans on","fled their country to escape the civil war going on there.
Big image

1. March 2011: Protests begin

The first waves of refugees began leaving Syria amid a government crackdown on street protests. Anti-government demonstrations began in March in the southern city of Deraa following the arrest and torture","safe_but_relevant","ambiguous_context","Refugee/protests narrative including 'fled their country to escape the civil war' and crackdown/torture"
"30","12","2413653612","of a group of teenagers who painted revolutionary slogans on","ven years ago, I was suffering a bout of reverse culture shock after returning from a three-month sojourn in rural India back to a work and university routine in Melbourne. At the same time, on the other side of the world, an uprising was brewing as pro-democracy protests in southern Syria turned violent following the arrest and torture","safe_but_relevant","ambiguous_context","Personal/observational narrative referencing pro-democracy protests in southern Syria turning violent after arrest/torture"
"30","13","761940066","of teenagers who painted revolutionary slogans on their school","in Austria demonstrate the magnitude of this crisis.

So what caused an international crisis of this enormity? According to BBC News, the crisis started in March 2011 when peaceful pro-democracy protests peppered the streets of the Syrian city of Deraa. These protests were spurred by the arrest and subsequent torture","safe_but_relevant","ambiguous_context","Crisis discussion citing BBC: peaceful pro-democracy protests in Deraa spurred by arrest and subsequent torture"
"30","14","483981467","painted revolutionary slogans on their school walls.","ator rulers, the Al-Assad Family, were not so compliant. The Al-Assad Family refused to reign from office and instead launched full on attacks against protesters.

To put things into perspective, the pro-democracy protests came into fruition in Syria when some teenagers were captured and tortured after they","safe_but_relevant","ambiguous_context","Account of pro-democracy protests in Syria and attacks on protesters after teenagers were captured/tortured"
"30","15","1896907","the oppressive regime of President Bashar al-Assad.

","exploring and making sure we have a program and do that homework,"" Snyder told reporters in Lansing.

""Isn't that part of being a good Michigander?

Tens of thousands of refugees are streaming across Europe. Many, but not all, have fled Syria, besieged by war and","safe_but_relevant","ambiguous_context","News quote and context about refugees streaming across Europe, Syria besieged by war, and oppressive regime"
"30","15","1192394678","the oppressive regime of President Bashar al-Assad.

","group that has murdered journalists and countless civilians, particularly when Obama has vowed not to put troops on the ground. On the surface, it might seem a useful and viable solution to provide arms and counter-terrorism training to the Syrian groups that have resisted the pressures to join the Islamic State and continue to fight against","safe_but_relevant","ambiguous_context","Report discussing possible U.S. support including arms and counter-terrorism training for Syrian groups"
"30","16","247402319","regime of President Bashar al-Assad.

The","us soared to at least 40, including seven children, says the Syrian Observatory for Human Rights.

""The number of dead is likely to rise because there are dozens of wounded, most of them in critical condition,"" it added.

Suq Wadi Barada is under rebel control and ringed by troops loyal to the","safe_but_relevant","ambiguous_context","Syrian conflict reporting mentioning casualties and rebel control of Suq Wadi Barada"
"30","16","88737681","regime of President Bashar al-Assad.

The","a country where they are despised by the majority Sunni Muslims who consider them to be usurpers, experts say.

The Alawites, an offshoot of Shiite Islam, represent only 12 percent of Syria's mostly Sunni population of 22 million people but have the advantage of being linked to the","safe_but_relevant","ambiguous_context","Background on Syria’s sectarian demographics and Alawites’ linkage"
"30","16","22733149","regime of President Bashar al-Assad.

The","as any part of any equation for Iran. During a historical phase, they [the Israelis] represent minimal disturbances that come into the picture and are then eliminated."" He said his regimedid not take seriously the threat that Israel could launch a military strike on Iran's nuclear facilities, and he also denied sending arms to Syria to shore up the","safe_but_relevant","ambiguous_context","Commentary about threats of military strike on Iran’s nuclear facilities and sending arms to Syria"
"30","16","75270944","regime of President Bashar al-Assad.

The","On Monday, Secretary of State John Kerry said it was ""undeniable"" that Syria had used chemical weapons against civilians, setting the stage for an expected military campaign against the","safe_but_relevant","ambiguous_context","U.S. Secretary of State claim Syria used chemical weapons and setting stage for a military campaign"
"30","16","30081336","regime of President Bashar al-Assad.

The","nationalist jihadist insurgents of the “Awakening” against the Islamic State of Iraq, and it worked for a time. Small wonder that Petraeus in 2015 suggested again to try splitting “reconciliables” from Al-Qaeda in Syria against both the Islamic State and the","safe_but_relevant","ambiguous_context","Discussion of efforts to split 'reconciliables' from Al-Qaeda in Syria against ISIS"
"30","16","109763813","regime of President Bashar al-Assad.

The","been deadlocked for months on any action over Syria and its 31-month civil war with Russia blocking statements even on humanitarian issues.

But on September 27, it unanimously approved a resolution ordering the destruction of Syria's chemical weapons.

Saudi Arabia has backed the rebels fighting to oust the","safe_but_relevant","ambiguous_context","UN deadlock over Syria action and approval ordering destruction of Syria’s chemical weapons; rebels"
"30","16","179610881","regime of President Bashar al-Assad.

The","es the runway at Kheminem airfield in Syria. (Pascal Dumont/CBC)

For the next two years, Russian planes bombed ISIS forces from the air while on the ground, special forces, advisors and mercenaries turned the course of the battle in favour of the Syrian government, thus saving the","safe_but_relevant","ambiguous_context","Report on Russian air/naval campaign and special forces/advisors aiding Syrian government"
"30","16","224441239","regime of President Bashar al-Assad.

The","Question of the Day findings: Should the US support the Syrian rebels?


According to reports, President Obama has signed a ‘covert order’ authorizing the CIA and other US agencies to take steps to help Syrian rebel forces in their fight to overthrow the","safe_but_relevant","ambiguous_context","Debate-style 'Question of the Day' about U.S. support for Syrian rebels and covert CIA order"
"30","16","197189606","regime of President Bashar al-Assad.

The","the blame for the blast on ""terrorists.""

""An armed terrorist group on Thursday committed an act of sabotage,"" SANA reported. The Damascus government has consistently used the ""T"" word as code for opposition forces comprised of Syrian Army defectors and civilian protesters who oppose the","safe_but_relevant","ambiguous_context","SANA/official blame narrative calling opposition forces 'terrorists' after a blast"
"30","17","154303580","of President Bashar al-Assad.

The protests","rocked the Middle East in January and February. But after weeks of poking and prodding the regime to test its response, demonstrators took to the streets in the southern city of Daraa on March 18. Though the regime cracked down and killed four demonstrators, thousands returned the next day. They torched buildings and tore down posters","safe_but_relevant","ambiguous_context","Reporting on Daraa protests: regime crackdown, demonstrators killed, and buildings/posters torched"
"30","17","149742988","of President Bashar al-Assad.

The protests",",257 Syrian refugees had crossed into the country on Tuesday alone.

Some 110,000 of those who have sought shelter in Jordan are living in the desert camp of Zaatari, near its northern border with Syria.

The conflict in Syria began almost two years ago with demonstrations against the government","safe_but_relevant","ambiguous_context","Syrian refugees crossing into neighboring countries and conflict beginning with demonstrations"
"30","18","2371449038","President Bashar al-Assad.

The protests were",") -- Anti-government activists staged protests Friday in several Syrian cities, as clashes were reportedly raging between the government forces and armed rebels in the northern region.

Some Arab satellite news TVs showed footage featuring crowds of people in several areas across Syria demanding the downfall of the leadership of Syrian","safe_but_relevant","ambiguous_context","Anti-government protests in multiple Syrian cities with clashes between government forces and armed rebels"
"30","18","2440972585","President Bashar al-Assad.

The protests were","conflict can be pinpointed to the wider wave of 2011 Arab Spring protests, but no other county still feels its effect as strongly as Syria. Similar to several other countries in the region, 2011 was marked by widespread protests, mainly calling for democratic reforms and subsequently the removal of the Syrian","safe_but_relevant","ambiguous_context","Contextualization of Syria’s protests within the wider 2011 Arab Spring and removal of the Syrian regime"
"30","19","275244860","reflected deep-seated frustrations","kingdom exit from europe relative image

By Graham Simon

gs-1308On June 23, Britain held a referendum in which the public voted whether to remain part of the European Union (EU) or leave. While 48.1% chose to stay, 51.9% chose to leave.

The result","trivial","safe_context","Essay/discussion about the UK EU referendum (Brexit) results"
"30","20","260290842",". The Assad regime's brutal crackdown on","idea if he would ever escape.

Prior to the outbreak of the Syrian Revolution, he had worked with the United Nations Relief and Works Agency (UNRWA) while studying sociology at the University of Damascus, planning to continue his life in Yarmouk and to contribute towards the Palestinian population's well-being","safe_but_relevant","safe_context","Biographical/personal article referencing the Assad regime’s crackdown and studying/UNRWA work"
"30","21","39947607","Assad regime's brutal crackdown on dissent","I strongly hope that the United States and other nations will learn from the sad experience and won't try to resort to a forceful scenario in Syria,"" Putin said. ""I can't understand that bellicose itch.""

Activists estimate that close to 7,500 people have been killed in the 11 months since the","safe_but_relevant","ambiguous_context","Putin quote warning the U.S. not to resort to forceful scenario in Syria; activists estimate deaths"
"30","21","75629403","Assad regime's brutal crackdown on dissent","
""I strongly hope that the United States and other nations will learn from the sad experience and wouldn't try to resort to a forceful scenario in Syria,"" Putin said. ""I can't understand that bellicose itch."" Activists estimate that close to 7,500 people have been killed in the 11 months since the","safe_but_relevant","ambiguous_context","Expanded Putin remarks and reference to killings in Syria since March 2011"
"30","21","270699846","Assad regime's brutal crackdown on dissent","opposition, but that opposition must include people from inside Syria and others who have a legitimate voice that needs to be heard. So our efforts are very focused on that.""

At least 36,000 people have been killed in Syria since March 2011, according to activists. The last 19 months have seen the","safe_but_relevant","ambiguous_context","Statements emphasizing opposition voices from inside Syria; activists count deaths in Syria"
"30","22","307511575","the flames of rebellion, leading to","Britain defeated the French, gaining Canada and the promising Ohio frontier, but victory would not come cheap. The British government soon determined to levy the American colonies, to help pay the costs of the war. The cries of ‘no taxation without representation’ and ‘give me liberty or give me death’ were responses to this decision, which fed","trivial","safe_context","Historical summary of British taxation of American colonies and protest slogans"
"30","23","445122982","ed into multiple factions, each with its own","ize completely. Others chose to adapt their religious practices to their host culture rather than abandon them completely. And some chose to fiercely resist the seductions of modernity as best they could, resisting secularism and retaining a semblance of Jewish continuity. In the free, pluralistic society of the United States, Judaism branch","trivial","safe_context","Discussion about Judaism in the U.S. and adapting religious practices"
"30","24","1601880962","multiple factions, each with its own goals and","-apocalyptic world overrun by zombies. The player must scavenge for resources, craft weapons, and armor, and build shelters to survive.

The game also features a day/night cycle, with the daytime being relatively safe and the night being full of deadly zombies. The player must also choose between","trivial","safe_context","Video game description set in a zombie apocalypse about scavenging, crafting, and surviving"
"30","25","2044254731","

1. The Free Syrian Army (FSA","ctions have lost their stronghold in Aleppo, fled to Idlib and witnessed the election of a new US president who's as reluctant to help them as the outgoing one - if not more so. So what better time to recap who's who, how they've evolved over time, and what the future may hold for them.","trivial","ambiguous_context","Free Syrian Army overview/recap of factions and future outlook"
"30","26","270444754",". The Free Syrian Army (FSA):","by a different name. The group is active in Aleppo and Idlib, and has been responsible for organizing the attacks on Damascus.

3. Libyans, Chechnyans and Afghans: They are present mostly in Aleppo, and they organize attacks in Idlib, Homs, and Damascus.

4","trivial","ambiguous_context","List-style description of Free Syrian Army and other foreign fighters operating in Syria"
"30","27","2188632239","aiming to overthrow the Assad regime.","upted in Syria as part of the Arab Spring, after several children were tortured for having written graffiti in support of it. The Assad regime responded to the protests by killing hundreds of demonstrators. In July 2011, defectors from the military announced the formation of the Free Syrian Army, a Syrian rebel group","trivial","ambiguous_context","Article describing the Assad regime response to protests and the formation of the Free Syrian Army"
"30","28","87139512","ist group seeking to establish a caliphate","Rights, told AFP news agency.

Seven children were killed, and 13 people were still unaccounted for, the group said.

The village lies close to a front line where Islamic State fighters have been clashing with Kurdish and other rival rebel factions.

IS, a jihad","trivial","ambiguous_context","News report referencing an ISIS-caliphate-seeking group, child deaths, and fighting near a front line"
"30","28","571214780","ist group seeking to establish a caliphate",", told AFP news agency.

Seven children were killed, and 13 people were still unaccounted for, the group said.

The village lies close to a front line where Islamic State fighters have been clashing with Kurdish and other rival rebel factions.

IS, a jihad","trivial","ambiguous_context","AFP-style report about ISIS seeking a caliphate; seven children killed; clashes with Kurdish rival factions"
"30","28","567276907","ist group seeking to establish a caliphate","ages
Image caption US-led air strikes in Syria began last year




But he said it was investigating.




The village lies close to a front line where Islamic State fighters have been clashing with Kurdish and other rival rebel factions.

IS, a jihad","trivial","ambiguous_context","News report includes caption about US-led air strikes in Syria and clashes involving Islamic State"
"30","28","783020746","ist group seeking to establish a caliphate","threats ‘that could confront from any direction’. Each threat is different and all use asymmetric means. Russia, a resurgent, powerful nation-state with nuclear weapons used hybrid warfare to annex Crimea and create multiple frozen conflicts all over Europe. ISIL / Daesh, a non-state, radical, Islamic terror","trivial","ambiguous_context","Threat analysis contrasting Russia’s hybrid warfare with ISIS/Daesh asymmetric means"
"30","29","158422974",". Al-Qaeda-affiliated groups","On the broader question of the state of al-Qaeda, there's room for debate. Al-Qaeda Central, the organization based in Afghanistan and Pakistan, is battered and broke. But the idea of al-Qaeda remains vibrant in other places--notably places where the government is extremely weak and cannot actually control territory","trivial","ambiguous_context","Discussion of al-Qaeda’s state and why it persists in weak-control territories"
"30","29","88383898",". Al-Qaeda-affiliated groups","inity with figures including al-Qaeda founder Osama bin Laden and Taliban leader Mullah Omar, but making more emphasis on West African historical figures, claiming to be the “ideological descendants” of Cheikhou Amadou, Usman Dan Fodio and El Hadj Umar Tall","trivial","ambiguous_context","Content mentioning al-Qaeda founder figures and ideological descendants in West Africa"
"30","29","238906552",". Al-Qaeda-affiliated groups","Qaeda-affiliated outfits increased in number, the exiled chairperson of the PPP Benazir Bhutto, returned to Pakistan in October. A large rally in Karachi that was escorting her from the Jinnah International Airport was attacked by suicide bombers and 124 people were killed in the carnage","trivial","ambiguous_context","Account of rally attacked by suicide bombers with 124 people killed"
"30","29","87401869",". Al-Qaeda-affiliated groups","A report by the UN Commission on International Religious Freedom also stated HTS repressed religious minorities in areas under its control, including by forcibly confiscating the property of Christian families in Idlib. Media organizations reported the forced conversion of Druze and Alawite civilians in the region, detaining or killing those refusing to comply","trivial","ambiguous_context","Report stating HTS repressed minorities, including forced conversion and detaining/killing"
"30","29","107169904",". Al-Qaeda-affiliated groups","Saladin, who fought the Shiites in Egypt before embarking on his successful campaign to re-establish Islamic control of Jerusalem.

Israeli support for Islamist insurgents operating in Syria has been largely two-fold. One relates to the medical treatment given to Islamist guerillas fighting near Israel’s Syrian border","trivial","ambiguous_context","Article describing Saladin and Israeli support for Islamist insurgents in Syria"
"30","30","824025201","factions with varying ideologies and goals","where they thought they could win people over, and they won people over. They offered permission to revel in racism and sexism, in homophobia and transphobia, and they earned devoted followings in return. They couldn’t do this alone, though. They had to be let in.


The far right has splintered into","trivial","safe_context","Essay about far-right factions and online recruitment of racist/sexist/homophobic/transphobic audiences"
"30","30","1068782567","factions with varying ideologies and goals","Trump is out of office. Gavin McInnes officially left the Proud Boys years ago. ToxicCisWhiteMaleFat deleted his username a few weeks ago (his posts remain, albeit attributed to “Guest”), announcing his new alias, “Don Sterling,” in the private channel. The far right has splintered into","trivial","safe_context","Online/identity discussion about Proud Boys splintering and name/alias changes"
"30","31","281673092","led to a protracted and bloody civil war.","The story is set in the far future after a nuclear war has left Earth devastated and partially uninhabitable. Humans have become diasporic, spread out over several galaxies and colonized worlds, frequently encountering alien life. Several space dynasties have risen and fallen, the last of which, under “The Great Dictator,”","trivial","safe_context","Sci-fi story set after nuclear war where humans are spread across galaxies"
"30","32","108446988","a protracted and bloody civil war.

","for 21 years.

After weeks of protest, several senior military leaders, with their units, have defected to what is called the “youth opposition”, and have demanded the resignation of the President.

However, the embattled President has refused to step down and, in a defiant television address to the nation, warned of","trivial","safe_context","Fictional/novel plot about defected military leaders forming a 'youth opposition' and the president refusing to step down"
"30","32","63101749","a protracted and bloody civil war.

","way of life…

    This song only has power because we’ve dropped the ball on reconciliation. We let the old man down. We fucken act like we’re living in Switzerland and not part of an ongoing socio-political experiment (negotiated settlement) dreamt up by a visionary set of leaders to avoid","trivial","safe_context","Lyrics/poem referencing reconciliation and an ongoing socio-political experiment"
"30","32","238766113","a protracted and bloody civil war.

","have been a very limited anti-government movement, largely confined to a few small areas of the country, was exploited by imperialist-backed Gulf states (with arms other military aid) who have always opposed Assad’s secularism in Syria and friendly relations with the “heretic” Shiite government in Iran, to become","trivial","safe_context","Political commentary about limited anti-government movement being exploited by Gulf states with arms/aid"
"30","32","247269697","a protracted and bloody civil war.

",", firmly impressed upon the regime in Sierra Leone the need, from a western perspective, to crack down hard on the demonstrators which it did, murdering many of them in the process; a situation that not unnaturally and in self-defence caused many Sierra Leoneans to take up arms against their government and was the start of what became","trivial","safe_context","Historical/political commentary about Sierra Leone suppressing demonstrators and the start of a civil war"
"30","33","197001302","Complicating Factors

While","ed works which have opted-into and are compensated by Google. The third is a snippet preview, and the last no preview for books which authors have opted-out [14]. The Open Content Alliance (OCA) allows full view of content on its site using DJVU application which users must install on their computers [8].

III.","trivial","safe_context","Academic/technical text about Google book display snippets and DJVU/Open Content Alliance"
"30","33","215965437","Complicating Factors

While","magnetic flowmeters in that they are typically symmetrical.

Turbine flowmeters are not necessarily symmetrical, however their rotors can spin in both directions so reverse flow can be measured.Accurate flow measurement in the reverse direction is typically predicated on calibrating the turbine flowmeter in the reverse direction also.

Additional","trivial","safe_context","Engineering text about turbine flowmeters and measuring reverse flow"
